acceptable,review_notes,delete_reason,skill_id,band,level,phase,question_id,question_type,target_word,prompt,sentence_with_blank,full_sentence,answer_choices,correct_answer,letter_tiles,correct_letter_sequence,image_path,audio_path,template_key,content_key,target_template_key,source,source_sheet,generator_notes,possible_problem_flags
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_out_l1p2_01,multiple_choice,out,Read the sentence. Choose the word that fits.,"When the clock chimed, the bird flew ___ of the cage.","When the clock chimed, the bird flew out of the cage.",out | made | must | some | out | made | must | some | out | made | must | some,out,,,/images/assessment/hfw/variants/hfw-76-100/out-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_15,out::HFW_SENTENCE_CLOZE_L1P2_15::when the clock chimed the bird flew ___ of the cage::out::made|made|made|must|must|must|out|out|out|some|some|some::/images/assessment/hfw/variants/hfw-76-100/out-l1p2-02.webp,out::HFW_SENTENCE_CLOZE_L1P2_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the clock chimed the bird flew ___ of the cage,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_out_l1p2_02,multiple_choice,out,Read the sentence. Choose the word that fits.,We went ___ to play.,We went out to play.,made | must | some | out | made | must | some | out | made | must | some | out,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s06.webp,,HFW_SENTENCE_CLOZE_L1P2_16,out::HFW_SENTENCE_CLOZE_L1P2_16::we went ___ to play::out::made|made|made|must|must|must|out|out|out|some|some|some::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s06.webp,out::HFW_SENTENCE_CLOZE_L1P2_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=we went ___ to play,
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_out_l1p2_03,multiple_choice,out,Read the sentence. Choose the word that fits.,He took ___ a pencil.,He took out a pencil.,must | some | out | made | must | some | out | made | must | some | out | made,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s07.webp,,HFW_SENTENCE_CLOZE_L1P2_17,out::HFW_SENTENCE_CLOZE_L1P2_17::he took ___ a pencil::out::made|made|made|must|must|must|out|out|out|some|some|some::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s07.webp,out::HFW_SENTENCE_CLOZE_L1P2_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=he took ___ a pencil,
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_out_l1p2_04,multiple_choice,out,Read the sentence. Choose the word that fits.,The bird flew ___ of the cage.,The bird flew out of the cage.,some | out | made | must | some | out | made | must | some | out | made | must,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s08.webp,,HFW_SENTENCE_CLOZE_L1P2_18,out::HFW_SENTENCE_CLOZE_L1P2_18::the bird flew ___ of the cage::out::made|made|made|must|must|must|out|out|out|some|some|some::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s08.webp,out::HFW_SENTENCE_CLOZE_L1P2_18,hfw_true_variation_generator,HFW 76-100,sentence_frame=the bird flew ___ of the cage,
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_out_l1p2_05,multiple_choice,out,Read the sentence. Choose the word that fits.,The child called ___ loudly.,The child called out loudly.,out | yes | made | must | out | yes | made | must | out | yes | made | must,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s09.webp,,HFW_SENTENCE_CLOZE_L1P2_19,out::HFW_SENTENCE_CLOZE_L1P2_19::the child called ___ loudly::out::made|made|made|must|must|must|out|out|out|yes|yes|yes::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s09.webp,out::HFW_SENTENCE_CLOZE_L1P2_19,hfw_true_variation_generator,HFW 76-100,sentence_frame=the child called ___ loudly,
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_out_l1p2_06,multiple_choice,out,Read the sentence. Choose the word that fits.,Pull ___ the drawer.,Pull out the drawer.,yes | made | must | out | yes | made | must | out | yes | made | must | out,out,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s10.webp,,HFW_SENTENCE_CLOZE_L1P2_20,out::HFW_SENTENCE_CLOZE_L1P2_20::pull ___ the drawer::out::made|made|made|must|must|must|out|out|out|yes|yes|yes::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s10.webp,out::HFW_SENTENCE_CLOZE_L1P2_20,hfw_true_variation_generator,HFW 76-100,sentence_frame=pull ___ the drawer,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_out_l2p1_01,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,"When the shell shone, the bird flew ___ of the cage.","When the shell shone, the bird flew out of the cage.",,out,v p t h o j q m c u a t,out,/images/assessment/hfw/variants/hfw-76-100/out-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_15,out::HFW_SENTENCE_SPELL_L2P1_15::when the shell shone the bird flew ___ of the cage::out::/images/assessment/hfw/variants/hfw-76-100/out-l2p1-02.webp,out::HFW_SENTENCE_SPELL_L2P1_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the shell shone the bird flew ___ of the cage,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_out_l2p1_02,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The frog jumped ___ of the pond.,The frog jumped out of the pond.,,out,a b v t r o x j f m u o,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s11.webp,,HFW_SENTENCE_SPELL_L2P1_16,out::HFW_SENTENCE_SPELL_L2P1_16::the frog jumped ___ of the pond::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s11.webp,out::HFW_SENTENCE_SPELL_L2P1_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=the frog jumped ___ of the pond,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_out_l2p1_03,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,She pointed ___ the star.,She pointed out the star.,,out,i o g b t d o z x w f u,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s12.webp,,HFW_SENTENCE_SPELL_L2P1_17,out::HFW_SENTENCE_SPELL_L2P1_17::she pointed ___ the star::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s12.webp,out::HFW_SENTENCE_SPELL_L2P1_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=she pointed ___ the star,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_out_l2p1_04,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The light went ___.,The light went out.,,out,u n i k g t l o e z y w,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s13.webp,,HFW_SENTENCE_SPELL_L2P1_18,out::HFW_SENTENCE_SPELL_L2P1_18::the light went ___::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s13.webp,out::HFW_SENTENCE_SPELL_L2P1_18,hfw_true_variation_generator,HFW 76-100,sentence_frame=the light went ___,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_out_l2p1_05,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The team walked ___ together.,The team walked out together.,,out,u s n q k t u o t e p y,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s14.webp,,HFW_SENTENCE_SPELL_L2P1_19,out::HFW_SENTENCE_SPELL_L2P1_19::the team walked ___ together::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s14.webp,out::HFW_SENTENCE_SPELL_L2P1_19,hfw_true_variation_generator,HFW 76-100,sentence_frame=the team walked ___ together,
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_out_l2p1_06,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,I found ___ the answer.,I found out the answer.,,out,p u h s j q t c o a t v,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s15.webp,,HFW_SENTENCE_SPELL_L2P1_20,out::HFW_SENTENCE_SPELL_L2P1_20::i found ___ the answer::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s15.webp,out::HFW_SENTENCE_SPELL_L2P1_20,hfw_true_variation_generator,HFW 76-100,sentence_frame=i found ___ the answer,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_out_l2p2_01,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,"When the card folded, the bird flew ___ of the cage.","When the card folded, the bird flew out of the cage.",,out,o r h x j u m c o a t v,out,/images/assessment/hfw/variants/hfw-76-100/out-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_15,out::HFW_SENTENCE_SPELL_L2P2_15::when the card folded the bird flew ___ of the cage::out::/images/assessment/hfw/variants/hfw-76-100/out-l2p2-02.webp,out::HFW_SENTENCE_SPELL_L2P2_15,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the card folded the bird flew ___ of the cage,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_out_l2p2_02,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The sheep got ___ of the pen.,The sheep got out of the pen.,,out,b o d r z x u f m i o t,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s16.webp,,HFW_SENTENCE_SPELL_L2P2_16,out::HFW_SENTENCE_SPELL_L2P2_16::the sheep got ___ of the pen::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s16.webp,out::HFW_SENTENCE_SPELL_L2P2_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=the sheep got ___ of the pen,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_out_l2p2_03,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The ball rolled ___ of the box.,The ball rolled out of the box.,,out,t g o l d e z u w f n i,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s17.webp,,HFW_SENTENCE_SPELL_L2P2_17,out::HFW_SENTENCE_SPELL_L2P2_17::the ball rolled ___ of the box::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s17.webp,out::HFW_SENTENCE_SPELL_L2P2_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=the ball rolled ___ of the box,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_out_l2p2_04,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,We cut ___ a circle.,We cut out a circle.,,out,t k o u l t e u y w s n,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s18.webp,,HFW_SENTENCE_SPELL_L2P2_18,out::HFW_SENTENCE_SPELL_L2P2_18::we cut ___ a circle::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s18.webp,out::HFW_SENTENCE_SPELL_L2P2_18,hfw_true_variation_generator,HFW 76-100,sentence_frame=we cut ___ a circle,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_out_l2p2_05,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The baby reached ___ a hand.,The baby reached out a hand.,,out,s t q o c u a t u p y h,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s19.webp,,HFW_SENTENCE_SPELL_L2P2_19,out::HFW_SENTENCE_SPELL_L2P2_19::the baby reached ___ a hand::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s19.webp,out::HFW_SENTENCE_SPELL_L2P2_19,hfw_true_variation_generator,HFW 76-100,sentence_frame=the baby reached ___ a hand,
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_out_l2p2_06,hfw_sentence_spell,out,Listen to the sentence. Spell the word that fits.,The teacher handed ___ papers.,The teacher handed out papers.,,out,r h t j o m c o a u v p,out,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s20.webp,,HFW_SENTENCE_SPELL_L2P2_20,out::HFW_SENTENCE_SPELL_L2P2_20::the teacher handed ___ papers::out::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_76_100/hfw_workbook_hfw_76_100_out_s20.webp,out::HFW_SENTENCE_SPELL_L2P2_20,hfw_true_variation_generator,HFW 76-100,sentence_frame=the teacher handed ___ papers,
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_over_l1p1_01,multiple_choice,over,Choose the word that completes the sentence.,"When the book opened, the plane flew ___ the school.","When the book opened, the plane flew over the school.",over | let | live | read | over | let | live | read | over | let | live | read,over,,,/images/assessment/hfw/variants/hfw-76-100/over-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_16,over::HFW_SENTENCE_CLOZE_L1P1_16::when the book opened the plane flew ___ the school::over::let|let|let|live|live|live|over|over|over|read|read|read::/images/assessment/hfw/variants/hfw-76-100/over-l1p1-02.webp,over::HFW_SENTENCE_CLOZE_L1P1_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the book opened the plane flew ___ the school,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_over_l1p1_02,multiple_choice,over,Choose the word that completes the sentence.,"When the duck splashed, the plane flew ___ the school.","When the duck splashed, the plane flew over the school.",let | live | read | over | let | live | read | over | let | live | read | over,over,,,/images/assessment/hfw/variants/hfw-76-100/over-l1p1-03.webp,,HFW_SENTENCE_CLOZE_L1P1_17,over::HFW_SENTENCE_CLOZE_L1P1_17::when the duck splashed the plane flew ___ the school::over::let|let|let|live|live|live|over|over|over|read|read|read::/images/assessment/hfw/variants/hfw-76-100/over-l1p1-03.webp,over::HFW_SENTENCE_CLOZE_L1P1_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the duck splashed the plane flew ___ the school,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_over_l1p2_01,multiple_choice,over,Read the sentence. Choose the word that fits.,"When the train slowed, the plane flew ___ the school.","When the train slowed, the plane flew over the school.",please | pretty | know | over | please | pretty | know | over | please | pretty | know | over,over,,,/images/assessment/hfw/variants/hfw-76-100/over-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_16,over::HFW_SENTENCE_CLOZE_L1P2_16::when the train slowed the plane flew ___ the school::over::know|know|know|over|over|over|please|please|please|pretty|pretty|pretty::/images/assessment/hfw/variants/hfw-76-100/over-l1p2-02.webp,over::HFW_SENTENCE_CLOZE_L1P2_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the train slowed the plane flew ___ the school,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_over_l2p1_01,hfw_sentence_spell,over,Listen to the sentence. Spell the word that fits.,"When the dog sat, the plane flew ___ the school.","When the dog sat, the plane flew over the school.",,over,r q v c u a t e p o h s,over,/images/assessment/hfw/variants/hfw-76-100/over-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_16,over::HFW_SENTENCE_SPELL_L2P1_16::when the dog sat the plane flew ___ the school::over::/images/assessment/hfw/variants/hfw-76-100/over-l2p1-02.webp,over::HFW_SENTENCE_SPELL_L2P1_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the dog sat the plane flew ___ the school,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_over_l2p2_01,hfw_sentence_spell,over,Listen to the sentence. Spell the word that fits.,"When the bell rang, the plane flew ___ the school.","When the bell rang, the plane flew over the school.",,over,q m c e a o v p r h v j,over,/images/assessment/hfw/variants/hfw-76-100/over-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_16,over::HFW_SENTENCE_SPELL_L2P2_16::when the bell rang the plane flew ___ the school::over::/images/assessment/hfw/variants/hfw-76-100/over-l2p2-02.webp,over::HFW_SENTENCE_SPELL_L2P2_16,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the bell rang the plane flew ___ the school,mechanical_sentence
Y,,,hfw_76_100,76-100,1,1,hfw_true_hfw_76_100_please_l1p1_01,multiple_choice,please,Choose the word that completes the sentence.,"When the helper waved, ___ pass the crayons.","When the helper waved, please pass the crayons.",put | just | pretty | please | put | just | pretty | please | put | just | pretty | please,please,,,/images/assessment/hfw/variants/hfw-76-100/please-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_17,please::HFW_SENTENCE_CLOZE_L1P1_17::when the helper waved ___ pass the crayons::please::just|just|just|please|please|please|pretty|pretty|pretty|put|put|put::/images/assessment/hfw/variants/hfw-76-100/please-l1p1-02.webp,please::HFW_SENTENCE_CLOZE_L1P1_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the helper waved ___ pass the crayons,mechanical_sentence
Y,,,hfw_76_100,76-100,1,2,hfw_true_hfw_76_100_please_l1p2_01,multiple_choice,please,Read the sentence. Choose the word that fits.,"When the shell shone, ___ pass the crayons.","When the shell shone, please pass the crayons.",our | out | please | old | our | out | please | old | our | out | please | old,please,,,/images/assessment/hfw/variants/hfw-76-100/please-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_17,please::HFW_SENTENCE_CLOZE_L1P2_17::when the shell shone ___ pass the crayons::please::old|old|old|our|our|our|out|out|out|please|please|please::/images/assessment/hfw/variants/hfw-76-100/please-l1p2-02.webp,please::HFW_SENTENCE_CLOZE_L1P2_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the shell shone ___ pass the crayons,mechanical_sentence
Y,,,hfw_76_100,76-100,2,1,hfw_true_hfw_76_100_please_l2p1_01,hfw_sentence_spell,please,Listen to the sentence. Spell the word that fits.,"When the drum tapped, ___ pass the crayons.","When the drum tapped, please pass the crayons.",,please,e q p e u a t l p y s s,please,/images/assessment/hfw/variants/hfw-76-100/please-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_17,please::HFW_SENTENCE_SPELL_L2P1_17::when the drum tapped ___ pass the crayons::please::/images/assessment/hfw/variants/hfw-76-100/please-l2p1-02.webp,please::HFW_SENTENCE_SPELL_L2P1_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the drum tapped ___ pass the crayons,mechanical_sentence
Y,,,hfw_76_100,76-100,2,2,hfw_true_hfw_76_100_please_l2p2_01,hfw_sentence_spell,please,Listen to the sentence. Spell the word that fits.,"When the bus arrived, ___ pass the crayons.","When the bus arrived, please pass the crayons.",,please,q a c l a t s p e h p e,please,/images/assessment/hfw/variants/hfw-76-100/please-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_17,please::HFW_SENTENCE_SPELL_L2P2_17::when the bus arrived ___ pass the crayons::please::/images/assessment/hfw/variants/hfw-76-100/please-l2p2-02.webp,please::HFW_SENTENCE_SPELL_L2P2_17,hfw_true_variation_generator,HFW 76-100,sentence_frame=when the bus arrived ___ pass the crayons,mechanical_sentence
