word,missing_image,missing_audio,imageability,decodability_band,primary_section,meaning_clue,suggested_image_path,suggested_audio_path,image_prompt,audio_prompt,notes
tear,TRUE,TRUE,Medium,K-Grade 3 vocabulary,Air / ear / eer / are patterns,common K-3 vocabulary word,/media/vocabulary/images/tear.webp,/media/vocabulary/audio/tear.mp3,"Child-friendly early-reader illustration for ""tear"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""tear"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
tell,TRUE,FALSE,Medium,K-Grade 3 sight/fluency,High-frequency regular and partly decodable K-3 words,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/tell.webp,,"Child-friendly early-reader illustration for ""tell"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
tend,TRUE,TRUE,Medium,Grade 1,Short vowel words with final blends,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/tend.webp,/media/vocabulary/audio/tend.mp3,"Child-friendly early-reader illustration for ""tend"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""tend"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
term,TRUE,FALSE,Medium,,R-controlled er / ir / ur,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/term.webp,,"Child-friendly early-reader illustration for ""term"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting. Good for early blending and initial/final sound tasks.
test,TRUE,FALSE,Medium,Grade 1,Simple CVCC short-vowel words,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/test.webp,,"Child-friendly early-reader illustration for ""test"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
than,TRUE,FALSE,Low,Grade 1,Consonant digraphs - th / wh / ph,grammar/function word used to build sentences,/media/vocabulary/images/than.webp,,"Child-friendly early-reader illustration for ""than"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
their,TRUE,FALSE,Low,K-Grade 3 sight/fluency,High-frequency regular and partly decodable K-3 words,grammar/function word used to build sentences,/media/vocabulary/images/their.webp,,"Child-friendly early-reader illustration for ""their"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting.
theirs,TRUE,TRUE,Low,,Common function / grammar words K-3,grammar/function word used to build sentences,/media/vocabulary/images/theirs.webp,/media/vocabulary/audio/theirs.mp3,"Child-friendly early-reader illustration for ""theirs"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""theirs"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting.
them,TRUE,FALSE,Low,Grade 1,Consonant digraphs - th / wh / ph,grammar/function word used to build sentences,/media/vocabulary/images/them.webp,,"Child-friendly early-reader illustration for ""them"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Good for early blending and initial/final sound tasks.
there,TRUE,FALSE,Low,K-Grade 3 sight/fluency,High-frequency regular and partly decodable K-3 words,grammar/function word used to build sentences,/media/vocabulary/images/there.webp,,"Child-friendly early-reader illustration for ""there"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting.
thick,TRUE,FALSE,Medium,Grade 1,Consonant digraphs - th / wh / ph,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/thick.webp,,"Child-friendly early-reader illustration for ""thick"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,5
thief,TRUE,TRUE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/thief.webp,/media/vocabulary/audio/thief.mp3,"Child-friendly early-reader illustration for ""thief"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""thief"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling.
thing,TRUE,FALSE,Medium,Grade 1,Consonant digraphs - th / wh / ph,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/thing.webp,,"Child-friendly early-reader illustration for ""thing"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,5
think,TRUE,FALSE,Medium,Grade 1,Consonant digraphs - th / wh / ph,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/think.webp,,"Child-friendly early-reader illustration for ""think"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
those,TRUE,FALSE,Low,Grade 1-2,CVCe long e / i / o / u,grammar/function word used to build sentences,/media/vocabulary/images/those.webp,,"Child-friendly early-reader illustration for ""those"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
threw,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Long u / oo / ew / ue,common K-3 vocabulary word,/media/vocabulary/images/threw.webp,,"Child-friendly early-reader illustration for ""threw"". Classroom meaning clue: common K-3 vocabulary word. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
thursday,TRUE,FALSE,Medium-Low,Grade 1-2,R-controlled er / ir / ur,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/thursday.webp,,"Child-friendly early-reader illustration for ""thursday"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
