acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_006623,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/strawberry.webp,strawberry,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,49,unreviewed,"Create a clean app-appropriate K-2 image replacement for strawberry. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/strawberry.webp"
Y,,,N,,img_006624,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/submarine.webp,submarine,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,50,unreviewed,"Create a clean app-appropriate K-2 image replacement for submarine. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/submarine.webp"
Y,,,N,,img_006625,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/suitcase.webp,suitcase,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,51,unreviewed,"Create a clean app-appropriate K-2 image replacement for suitcase. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/suitcase.webp"
Y,,,N,,img_006626,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sun.webp,sun,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,52,unreviewed,"Create a clean app-appropriate K-2 image replacement for sun. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sun.webp"
Y,,,N,,img_006627,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sunglasses.webp,sunglasses,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,53,unreviewed,"Create a clean app-appropriate K-2 image replacement for sunglasses. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/s/sunglasses.webp"
Y,,,N,,img_006628,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/table.webp,table,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,54,unreviewed,"Create a clean app-appropriate K-2 image replacement for table. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/table.webp"
Y,,,N,,img_006629,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tap.webp,tap,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,55,unreviewed,"Create a clean app-appropriate K-2 image replacement for tap. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tap.webp"
Y,,,N,,img_006630,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/telephone.webp,telephone,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,56,unreviewed,"Create a clean app-appropriate K-2 image replacement for telephone. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/telephone.webp"
Y,,,N,,img_006631,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/telescope.webp,telescope,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,57,unreviewed,"Create a clean app-appropriate K-2 image replacement for telescope. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/telescope.webp"
Y,,,N,,img_006632,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tent.webp,tent,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,58,unreviewed,"Create a clean app-appropriate K-2 image replacement for tent. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tent.webp"
Y,,,N,,img_006633,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/thermometer.webp,thermometer,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,59,unreviewed,"Create a clean app-appropriate K-2 image replacement for thermometer. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/thermometer.webp"
Y,,,N,,img_006634,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tiger.webp,tiger,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,60,unreviewed,"Create a clean app-appropriate K-2 image replacement for tiger. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tiger.webp"
Y,,,N,,img_006635,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tomato.webp,tomato,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,61,unreviewed,"Create a clean app-appropriate K-2 image replacement for tomato. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tomato.webp"
Y,,,N,,img_006636,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tooth.webp,tooth,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,62,unreviewed,"Create a clean app-appropriate K-2 image replacement for tooth. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tooth.webp"
Y,,,N,,img_006637,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/toothbrush.webp,toothbrush,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,63,unreviewed,"Create a clean app-appropriate K-2 image replacement for toothbrush. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/toothbrush.webp"
Y,,,N,,img_006638,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/top.webp,top,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,64,unreviewed,"Create a clean app-appropriate K-2 image replacement for top. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/top.webp"
Y,,,N,,img_006639,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tornado.webp,tornado,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,65,unreviewed,"Create a clean app-appropriate K-2 image replacement for tornado. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tornado.webp"
Y,,,N,,img_006640,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tractor.webp,tractor,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,66,unreviewed,"Create a clean app-appropriate K-2 image replacement for tractor. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/tractor.webp"
Y,,,N,,img_006641,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/traffic-light.webp,traffic light,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,67,unreviewed,"Create a clean app-appropriate K-2 image replacement for traffic light. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/traffic-light.webp"
Y,,,N,,img_006642,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/trampoline.webp,trampoline,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,68,unreviewed,"Create a clean app-appropriate K-2 image replacement for trampoline. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/trampoline.webp"
Y,,,N,,img_006643,/media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/treasure.webp,treasure,initial_sounds,unknown,docs/image-qa/contact-sheets/generated-legacy-images-012.html,69,unreviewed,"Create a clean app-appropriate K-2 image replacement for treasure. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /media/_replaced/2026-05-25/assessment-area/public/media/initial-sounds/images/t/treasure.webp"
